Id,Fipe,Marca,Modelo,Valor,Ano Fabricacao,Ano Modelo,KM,Transmissao,Cor,Versao,Cidade,Tipo Vendedor,Link
37619020,100,FIAT,CRONOS,71900,2018,2019,85766,Manual,Branco,1.8 E.TORQ FLEX PRECISION MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FIAT/CRONOS/1.8-E.TORQ-FLEX-PRECISION-MANUAL/4-portas/2018-2019/37619020
38850362,105,CHEVROLET,MONTANA,59500,2018,2019,77000,Manual,Prata,1.4 MPFI LS CS 8V FLEX 2P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/MONTANA/1.4-MPFI-LS-CS-8V-FLEX-2P-MANUAL/2-portas/2018-2019/38850362
38932546,105,TOYOTA,ETIOS,71990,2019,2020,20765,Automática,Preto,1.5 X PLUS 16V FLEX 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/TOYOTA/ETIOS/1.5-X-PLUS-16V-FLEX-4P-AUTOMATICO/4-portas/2019-2020/38932546
38984937,114,VOLKSWAGEN,SAVEIRO,59900,2017,2018,47500,Manual,Branco,1.6 MSI ROBUST CS 8V FLEX 2P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/SAVEIRO/1.6-MSI-ROBUST-CS-8V-FLEX-2P-MANUAL/2-portas/2017-2018/38984937
39304060,111,VOLKSWAGEN,GOL,57900,2019,2019,96597,Manual,Branco,1.6 MSI TOTALFLEX 4P MANUAL,Balneário Camboriú,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/GOL/1.6-MSI-TOTALFLEX-4P-MANUAL/4-portas/2019-2019/39304060
39475094,107,KIA,SPORTAGE,83900,2012,2013,100039,Automática,Branco,2.0 EX 4X2 16V FLEX 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/KIA/SPORTAGE/2.0-EX-4X2-16V-FLEX-4P-AUTOMATICO/4-portas/2012-2013/39475094
39681487,114,CHEVROLET,JOY,59900,2019,2020,48019,Manual,Branco,1.0 SPE4 FLEX PLUS MANUAL,Balneário Camboriú,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/JOY/1.0-SPE4-FLEX-PLUS-MANUAL/4-portas/2019-2020/39681487
39703751,98,CITROEN,C4 LOUNGE,84900,2018,2019,68836,Automática,Branco,1.6 THP FLEX SHINE BVA,Balneário Camboriú,PJ,https://www.webmotors.com.br/comprar/CITROEN/C4 LOUNGE/1.6-THP-FLEX-SHINE-BVA/4-portas/2018-2019/39703751
39840491,134,FORD,KA,18000,2003,2003,114300,Manual,Azul,1.6 MPI ACTION 8V GASOLINA 2P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FORD/KA/1.6-MPI-ACTION-8V-GASOLINA-2P-MANUAL/2-portas/2003-2003/39840491
39881085,104,FIAT,BRAVO,59900,2015,2016,106485,Manual,Preto,1.8 SPORTING 16V FLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/FIAT/BRAVO/1.8-SPORTING-16V-FLEX-4P-MANUAL/4-portas/2015-2016/39881085
39882776,102,RENAULT,SANDERO,51990,2018,2019,57415,Manual,Cinza,1.6 16V SCE FLEX EXPRESSION MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/RENAULT/SANDERO/1.6-16V-SCE-FLEX-EXPRESSION-MANUAL/4-portas/2018-2019/39882776
39928838,105,VOLKSWAGEN,FOX,29990,2010,2011,102000,Manual,Prata,1.0 MI TREND 8V FLEX 4P MANUAL,Brusque,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/FOX/1.0-MI-TREND-8V-FLEX-4P-MANUAL/4-portas/2010-2011/39928838
35076832,82,VOLKSWAGEN,GOLF,64900,2014,2015,112000,Automática,Preto,1.4 TSI HIGHLINE 16V GASOLINA 4P AUTOMATICO,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/VOLKSWAGEN/GOLF/1.4-TSI-HIGHLINE-16V-GASOLINA-4P-AUTOMATICO/4-portas/2014-2015/35076832
36269328,97,RENAULT,CAPTUR,86900,2019,2020,48265,Automática,Branco,2.0 16V HI-FLEX INTENSE AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/RENAULT/CAPTUR/2.0-16V-HI-FLEX-INTENSE-AUTOMATICO/4-portas/2019-2020/36269328
32867001,107,VOLKSWAGEN,POLO,92800,2019,2019,28500,Automática,Prata,1.0 200 TSI HIGHLINE AUTOMATICO,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/VOLKSWAGEN/POLO/1.0-200-TSI-HIGHLINE-AUTOMATICO/4-portas/2019-2019/32867001
35893659,99,TOYOTA,COROLLA,90000,2016,2017,57000,Automática,Preto,2.0 XEI 16V FLEX 4P AUTOMATICO,Itajaí,PF,https://www.webmotors.com.br/comprar/TOYOTA/COROLLA/2.0-XEI-16V-FLEX-4P-AUTOMATICO/4-portas/2016-2017/35893659
32368711,97,DODGE,JOURNEY,77500,2015,2015,111000,Automática,Prata,3.6 RT AWD V6 GASOLINA 4P AUTOMATICO,Gaspar,PF,https://www.webmotors.com.br/comprar/DODGE/JOURNEY/3.6-RT-AWD-V6-GASOLINA-4P-AUTOMATICO/4-portas/2015-2015/32368711
32865786,666,VOLKSWAGEN,KOMBI,80000,1983,1983,60000,Manual,Vermelho,1.6 LUXO 8V GASOLINA 3P MANUAL,Itajaí,PF,https://www.webmotors.com.br/comprar/VOLKSWAGEN/KOMBI/1.6-LUXO-8V-GASOLINA-3P-MANUAL/0-portas/1983-1983/32865786
29498354,91,BMW,328i,95000,2012,2013,103000,Automática,Preto,2.0 PLUS SEDAN 16V GASOLINA 4P AUTOMATICO,Itapema,PF,https://www.webmotors.com.br/comprar/BMW/328i/2.0-PLUS-SEDAN-16V-GASOLINA-4P-AUTOMATICO/4-portas/2012-2013/29498354
37082066,666,HONDA,CIVIC,64900,2013,2013,99000,Automática,Preto,2.0 LXR 16V FLEX 4P AUTOMATICO,Balneário Piçarras,PF,https://www.webmotors.com.br/comprar/HONDA/CIVIC/2.0-LXR-16V-FLEX-4P-AUTOMATICO/4-portas/2013-2013/37082066
22851006,89,TOYOTA,COROLLA,75000,2016,2017,19600,Automática,Prata,1.8 GLI 16V FLEX 4P AUTOMATICO,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/TOYOTA/COROLLA/1.8-GLI-16V-FLEX-4P-AUTOMATICO/4-portas/2016-2017/22851006
35585826,91,HYUNDAI,GRAND SANTA FE,96000,2013,2014,90000,Automática,Prata,3.3 MPFI V6 4WD GASOLINA 4P AUTOMATICO,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/HYUNDAI/GRAND SANTA FE/3.3-MPFI-V6-4WD-GASOLINA-4P-AUTOMATICO/4-portas/2013-2014/35585826
37234065,95,CHEVROLET,ONIX,39700,2014,2015,60700,Manual,Preto,1.0 MPFI LT 8V FLEX 4P MANUAL,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-MPFI-LT-8V-FLEX-4P-MANUAL/4-portas/2014-2015/37234065
37317766,100,CHEVROLET,PRISMA,53900,2019,2019,84840,Manual,Branco,1.0 MPFI JOY 8V FLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/PRISMA/1.0-MPFI-JOY-8V-FLEX-4P-MANUAL/4-portas/2019-2019/37317766
37401701,95,CHEVROLET,SPIN,82000,2018,2019,42000,Automática,Branco,1.8 ACTIV7 8V FLEX 4P AUTOMATICO,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/CHEVROLET/SPIN/1.8-ACTIV7-8V-FLEX-4P-AUTOMATICO/4-portas/2018-2019/37401701
37527296,666,FORD,KA,58290,2020,2020,44770,Manual,Branco,1.5 TI-VCT FLEX SE MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/FORD/KA/1.5-TI-VCT-FLEX-SE-MANUAL/4-portas/2020-2020/37527296
37527005,105,CHEVROLET,JOY,56590,2019,2020,51348,Manual,Prata,1.0 SPE4 FLEX MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/JOY/1.0-SPE4-FLEX-MANUAL/4-portas/2019-2020/37527005
37527007,666,CHEVROLET,PRISMA,67690,2019,2019,47363,Manual,Cinza,1.4 MPFI LT 8V FLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/PRISMA/1.4-MPFI-LT-8V-FLEX-4P-MANUAL/4-portas/2019-2019/37527007
37527384,105,CHEVROLET,JOY,56590,2020,2020,47024,Manual,Prata,1.0 SPE4 FLEX MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/JOY/1.0-SPE4-FLEX-MANUAL/4-portas/2020-2020/37527384
37527364,105,CHEVROLET,JOY,56590,2019,2020,51036,Manual,Cinza,1.0 SPE4 FLEX MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/JOY/1.0-SPE4-FLEX-MANUAL/4-portas/2019-2020/37527364
37528365,104,PEUGEOT,208,54490,2019,2020,45485,Manual,Cinza,1.2 ACTIVE 12V FLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/PEUGEOT/208/1.2-ACTIVE-12V-FLEX-4P-MANUAL/4-portas/2019-2020/37528365
37528360,108,CHEVROLET,JOY,56590,2019,2020,51377,Manual,Cinza,1.0 SPE4 FLEX PLUS MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/JOY/1.0-SPE4-FLEX-PLUS-MANUAL/4-portas/2019-2020/37528360
37528366,103,FIAT,FIORINO,77990,2020,2020,33966,Manual,Branco,1.4 MPI FURGAO HARD WORKING 8V FLEX 2P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/FIAT/FIORINO/1.4-MPI-FURGAO-HARD-WORKING-8V-FLEX-2P-MANUAL/2-portas/2020-2020/37528366
37558242,100,MERCEDES-BENZ,CLC 200 K,49500,2009,2010,104500,Automática,Prata,1.8 KOMPRESSOR 16V GASOLINA 2P AUTOMATICO,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/MERCEDES-BENZ/CLC 200 K/1.8-KOMPRESSOR-16V-GASOLINA-2P-AUTOMATICO/2-portas/2009-2010/37558242
37764345,100,JEEP,RENEGADE,95000,2019,2020,34000,Automática,Cinza,1.8 16V FLEX LONGITUDE 4P AUTOMATICO,Itajaí,PF,https://www.webmotors.com.br/comprar/JEEP/RENEGADE/1.8-16V-FLEX-LONGITUDE-4P-AUTOMATICO/4-portas/2019-2020/37764345
37793875,103,FIAT,ARGO,60290,2020,2020,50103,Manual,Prata,1.0 FIREFLY FLEX DRIVE MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/FIAT/ARGO/1.0-FIREFLY-FLEX-DRIVE-MANUAL/4-portas/2020-2020/37793875
37793903,103,FIAT,ARGO,60290,2019,2020,50104,Manual,Prata,1.0 FIREFLY FLEX DRIVE MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/FIAT/ARGO/1.0-FIREFLY-FLEX-DRIVE-MANUAL/4-portas/2019-2020/37793903
37794014,102,TOYOTA,ETIOS,69990,2019,2020,60341,CVT,Vermelho,1.5 X PLUS SEDAN 16V FLEX 4P AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/TOYOTA/ETIOS/1.5-X-PLUS-SEDAN-16V-FLEX-4P-AUTOMATICO/4-portas/2019-2020/37794014
37794093,102,VOLKSWAGEN,GOL,52990,2019,2020,55730,Manual,Cinza,1.0 12V MPI TOTALFLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/GOL/1.0-12V-MPI-TOTALFLEX-4P-MANUAL/4-portas/2019-2020/37794093
37794240,105,CHEVROLET,JOY,56590,2019,2020,50291,Manual,Prata,1.0 SPE4 FLEX MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/JOY/1.0-SPE4-FLEX-MANUAL/4-portas/2019-2020/37794240
37794329,105,CHEVROLET,JOY,56590,2020,2020,55234,Manual,Cinza,1.0 SPE4 FLEX MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/JOY/1.0-SPE4-FLEX-MANUAL/4-portas/2020-2020/37794329
37794369,105,CHEVROLET,JOY,56590,2019,2020,58247,Manual,Prata,1.0 SPE4 FLEX MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/JOY/1.0-SPE4-FLEX-MANUAL/4-portas/2019-2020/37794369
37794605,100,VOLKSWAGEN,VOYAGE,58390,2019,2020,51091,Manual,Cinza,1.6 MSI TOTALFLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/VOYAGE/1.6-MSI-TOTALFLEX-4P-MANUAL/4-portas/2019-2020/37794605
37870428,104,CHEVROLET,COBALT,72940,2019,2019,52547,Automática,Prata,1.8 MPFI LTZ 8V FLEX 4P AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/COBALT/1.8-MPFI-LTZ-8V-FLEX-4P-AUTOMATICO/4-portas/2019-2019/37870428
37925943,101,RENAULT,DUSTER,84490,2019,2020,51461,Automática,Prata,1.6 16V SCE FLEX DYNAMIQUE X-TRONIC,São José,PJ,https://www.webmotors.com.br/comprar/RENAULT/DUSTER/1.6-16V-SCE-FLEX-DYNAMIQUE-X-TRONIC/4-portas/2019-2020/37925943
37925986,97,VOLKSWAGEN,VIRTUS,83990,2019,2020,53945,Manual,Cinza,1.0 200 TSI COMFORTLINE AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/VIRTUS/1.0-200-TSI-COMFORTLINE-AUTOMATICO/4-portas/2019-2020/37925986
37925989,96,VOLKSWAGEN,VOYAGE,63220,2020,2021,38075,Manual,Branco,1.6 MSI TOTALFLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/VOYAGE/1.6-MSI-TOTALFLEX-4P-MANUAL/4-portas/2020-2021/37925989
37926275,97,JEEP,RENEGADE,86500,2018,2019,60000,Automática,Preto,1.8 16V FLEX SPORT 4P AUTOMATICO,Itajaí,PF,https://www.webmotors.com.br/comprar/JEEP/RENEGADE/1.8-16V-FLEX-SPORT-4P-AUTOMATICO/4-portas/2018-2019/37926275
37784612,91,RENAULT,KWID,46900,2020,2021,892,Manual,Branco,1.0 12V SCE FLEX INTENSE MANUAL,Gaspar,PF,https://www.webmotors.com.br/comprar/RENAULT/KWID/1.0-12V-SCE-FLEX-INTENSE-MANUAL/4-portas/2020-2021/37784612
37919696,81,FIAT,TORO,73500,2017,2017,79000,Automática,Preto,1.8 16V EVO FLEX FREEDOM OPEN EDITION AT6,Itapema,PF,https://www.webmotors.com.br/comprar/FIAT/TORO/1.8-16V-EVO-FLEX-FREEDOM-OPEN-EDITION-AT6/4-portas/2017-2017/37919696
37952261,100,FORD,FUSION,97500,2016,2017,45000,Automática,Preto,2.0 SEL 16V GASOLINA 4P AUTOMATICO,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/FORD/FUSION/2.0-SEL-16V-GASOLINA-4P-AUTOMATICO/4-portas/2016-2017/37952261
38002159,97,CHEVROLET,SPIN,88990,2019,2020,51127,Automática,Prata,1.8 ACTIV7 8V FLEX 4P AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/SPIN/1.8-ACTIV7-8V-FLEX-4P-AUTOMATICO/4-portas/2019-2020/38002159
38091197,95,VOLKSWAGEN,SAVEIRO,39500,2012,2013,99300,Manual,Azul,1.6 MI CE 8V FLEX 2P MANUAL G.V,Biguaçu,PF,https://www.webmotors.com.br/comprar/VOLKSWAGEN/SAVEIRO/1.6-MI-CE-8V-FLEX-2P-MANUAL-G.V/0-portas/2012-2013/38091197
38119125,99,JEEP,RENEGADE,93490,2019,2020,50583,Automática,Branco,1.8 16V FLEX LONGITUDE 4P AUTOMATICO,Florianópolis,PJ,https://www.webmotors.com.br/comprar/JEEP/RENEGADE/1.8-16V-FLEX-LONGITUDE-4P-AUTOMATICO/4-portas/2019-2020/38119125
38120313,99,CHEVROLET,CRUZE,98690,2019,2019,52567,Automática,Preto,1.4 TURBO LT 16V FLEX 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/CRUZE/1.4-TURBO-LT-16V-FLEX-4P-AUTOMATICO/4-portas/2019-2019/38120313
38172811,107,CHEVROLET,ONIX,85490,2019,2020,50587,Automática,Prata,1.0 TURBO FLEX LTZ AUTOMATICO,Florianópolis,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-TURBO-FLEX-LTZ-AUTOMATICO/4-portas/2019-2020/38172811
38205216,107,CHEVROLET,ONIX,85490,2019,2020,51190,Automática,Branco,1.0 TURBO FLEX LTZ AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-TURBO-FLEX-LTZ-AUTOMATICO/4-portas/2019-2020/38205216
38222140,104,FIAT,ARGO,60990,2020,2020,51213,Manual,Branco,1.0 FIREFLY FLEX DRIVE MANUAL,Florianópolis,PJ,https://www.webmotors.com.br/comprar/FIAT/ARGO/1.0-FIREFLY-FLEX-DRIVE-MANUAL/4-portas/2020-2020/38222140
38247804,98,CHEVROLET,ONIX,69490,2019,2020,51058,Manual,Prata,1.0 FLEX LT MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-FLEX-LT-MANUAL/4-portas/2019-2020/38247804
38247835,101,NISSAN,KICKS,97140,2020,2020,50987,CVT,Cinza,1.6 16V FLEXSTART SV 4P XTRONIC,São José,PJ,https://www.webmotors.com.br/comprar/NISSAN/KICKS/1.6-16V-FLEXSTART-SV-4P-XTRONIC/4-portas/2020-2020/38247835
38247840,99,RENAULT,CAPTUR,88690,2019,2020,51868,CVT,Branco,2.0 16V HI-FLEX INTENSE AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/RENAULT/CAPTUR/2.0-16V-HI-FLEX-INTENSE-AUTOMATICO/4-portas/2019-2020/38247840
38259884,101,RENAULT,DUSTER,84490,2019,2020,50784,Automática,Prata,1.6 16V SCE FLEX DYNAMIQUE X-TRONIC,Florianópolis,PJ,https://www.webmotors.com.br/comprar/RENAULT/DUSTER/1.6-16V-SCE-FLEX-DYNAMIQUE-X-TRONIC/4-portas/2019-2020/38259884
38289763,100,JEEP,RENEGADE,94990,2019,2020,52249,Automática,Prata,1.8 16V FLEX LONGITUDE 4P AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/JEEP/RENEGADE/1.8-16V-FLEX-LONGITUDE-4P-AUTOMATICO/4-portas/2019-2020/38289763
38301119,100,JEEP,RENEGADE,94990,2019,2020,52541,Automática,Cinza,1.8 16V FLEX LONGITUDE 4P AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/JEEP/RENEGADE/1.8-16V-FLEX-LONGITUDE-4P-AUTOMATICO/4-portas/2019-2020/38301119
38324883,101,FIAT,CRONOS,70890,2020,2020,60385,Manual,Roxo,1.3 FIREFLY FLEX DRIVE MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FIAT/CRONOS/1.3-FIREFLY-FLEX-DRIVE-MANUAL/4-portas/2020-2020/38324883
38339840,102,VOLKSWAGEN,VIRTUS,74900,2019,2020,50865,Manual,Cinza,1.6 MSI TOTAL FLEX MANUAL,Florianópolis,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/VIRTUS/1.6-MSI-TOTAL-FLEX-MANUAL/4-portas/2019-2020/38339840
38356209,104,CHEVROLET,ONIX,52980,2019,2019,56750,Manual,Branco,1.0 MPFI JOY 8V FLEX 4P MANUAL,Florianópolis,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-MPFI-JOY-8V-FLEX-4P-MANUAL/4-portas/2019-2019/38356209
38358075,102,RENAULT,LOGAN,60270,2019,2020,51070,Manual,Prata,1.6 16V SCE FLEX ZEN MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/RENAULT/LOGAN/1.6-16V-SCE-FLEX-ZEN-MANUAL/4-portas/2019-2020/38358075
38359591,102,VOLKSWAGEN,VOYAGE,59660,2019,2020,50491,Manual,Prata,1.6 MSI TOTALFLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/VOYAGE/1.6-MSI-TOTALFLEX-4P-MANUAL/4-portas/2019-2020/38359591
38372230,107,CHEVROLET,ONIX,85490,2019,2020,51379,Automática,Branco,1.0 TURBO FLEX LTZ AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-TURBO-FLEX-LTZ-AUTOMATICO/4-portas/2019-2020/38372230
38374391,101,HYUNDAI,CRETA,94990,2017,2017,89336,Automática,Preto,2.0 16V FLEX PRESTIGE AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/CRETA/2.0-16V-FLEX-PRESTIGE-AUTOMATICO/4-portas/2017-2017/38374391
38374575,99,RENAULT,CAPTUR,88690,2019,2020,50091,CVT,Prata,2.0 16V HI-FLEX INTENSE AUTOMATICO,Florianópolis,PJ,https://www.webmotors.com.br/comprar/RENAULT/CAPTUR/2.0-16V-HI-FLEX-INTENSE-AUTOMATICO/4-portas/2019-2020/38374575
38380642,97,CITROEN,C4 CACTUS,82260,2019,2020,50820,Automática,Cinza,1.6 VTI 120 FLEX FEEL EAT6,Florianópolis,PJ,https://www.webmotors.com.br/comprar/CITROEN/C4 CACTUS/1.6-VTI-120-FLEX-FEEL-EAT6/4-portas/2019-2020/38380642
38393849,97,CHEVROLET,ONIX,68700,2019,2020,71325,Manual,Prata,1.0 FLEX LT MANUAL,Florianópolis,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-FLEX-LT-MANUAL/4-portas/2019-2020/38393849
38410650,104,FIAT,MOBI,49260,2020,2020,33581,Manual,Branco,1.0 EVO FLEX LIKE. MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/FIAT/MOBI/1.0-EVO-FLEX-LIKE.-MANUAL/4-portas/2020-2020/38410650
38425047,103,MERCEDES-BENZ,B 200,86900,2014,2015,76000,Automática,Branco,1.6 SPORT TURBO GASOLINA 4P AUTOMATICO,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/MERCEDES-BENZ/B 200/1.6-SPORT-TURBO-GASOLINA-4P-AUTOMATICO/4-portas/2014-2015/38425047
38436245,104,VOLKSWAGEN,GOL,54300,2019,2020,51191,Manual,Cinza,1.0 12V MPI TOTALFLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/GOL/1.0-12V-MPI-TOTALFLEX-4P-MANUAL/4-portas/2019-2020/38436245
38436580,105,FIAT,ARGO,61500,2019,2020,51521,Manual,Branco,1.0 FIREFLY FLEX DRIVE MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FIAT/ARGO/1.0-FIREFLY-FLEX-DRIVE-MANUAL/4-portas/2019-2020/38436580
38442715,100,HYUNDAI,HB20S,72410,2019,2019,50116,Automática,Dourado,1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20S/1.6-COMFORT-PLUS-16V-FLEX-4P-AUTOMATICO/4-portas/2019-2019/38442715
38454157,95,HYUNDAI,HB20S,68990,2019,2019,50865,Automática,Branco,1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,Florianópolis,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20S/1.6-COMFORT-PLUS-16V-FLEX-4P-AUTOMATICO/4-portas/2019-2019/38454157
38489369,100,FIAT,ARGO,59000,2018,2018,58671,Automática,Prata,1.3 FIREFLY FLEX DRIVE GSR,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/FIAT/ARGO/1.3-FIREFLY-FLEX-DRIVE-GSR/0-portas/2018-2018/38489369
38523506,103,HYUNDAI,HB20,62900,2020,2021,4203,Manual,Preto,1.0 12V FLEX SENSE MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20/1.0-12V-FLEX-SENSE-MANUAL/4-portas/2020-2021/38523506
38530247,101,VOLKSWAGEN,POLO,63490,2019,2020,51739,Manual,Prata,1.0 MPI TOTAL FLEX MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/POLO/1.0-MPI-TOTAL-FLEX-MANUAL/4-portas/2019-2020/38530247
38530364,666,FORD,KA,58290,2019,2020,62445,Manual,Branco,1.5 TI-VCT FLEX SE MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/FORD/KA/1.5-TI-VCT-FLEX-SE-MANUAL/4-portas/2019-2020/38530364
38538904,104,CITROEN,C4 LOUNGE,52000,2014,2014,88000,Automática,Branco,1.6 EXCLUSIVE 16V TURBO GASOLINA 4P AUTOMATICO,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/CITROEN/C4 LOUNGE/1.6-EXCLUSIVE-16V-TURBO-GASOLINA-4P-AUTOMATICO/4-portas/2014-2014/38538904
38540257,102,NISSAN,KICKS,97640,2019,2020,50990,CVT,Preto,1.6 16V FLEXSTART SV 4P XTRONIC,Itajaí,PJ,https://www.webmotors.com.br/comprar/NISSAN/KICKS/1.6-16V-FLEXSTART-SV-4P-XTRONIC/4-portas/2019-2020/38540257
38555348,102,HONDA,HR-V,96900,2016,2017,65779,CVT,Marrom,1.8 16V FLEX EX 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/HONDA/HR-V/1.8-16V-FLEX-EX-4P-AUTOMATICO/4-portas/2016-2017/38555348
38583281,96,FORD,ECOSPORT,90990,2019,2020,51871,Automática,Prata,2.0 DIRECT FLEX STORM 4WD AUTOMATICO,Florianópolis,PJ,https://www.webmotors.com.br/comprar/FORD/ECOSPORT/2.0-DIRECT-FLEX-STORM-4WD-AUTOMATICO/4-portas/2019-2020/38583281
38645584,96,FORD,ECOSPORT,90990,2019,2020,50199,Automática,Branco,2.0 DIRECT FLEX STORM 4WD AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/FORD/ECOSPORT/2.0-DIRECT-FLEX-STORM-4WD-AUTOMATICO/4-portas/2019-2020/38645584
38657666,91,FIAT,BRAVO,44000,2015,2016,47300,Manual,Preto,1.8 ESSENCE 16V FLEX 4P MANUAL,Itajaí,PF,https://www.webmotors.com.br/comprar/FIAT/BRAVO/1.8-ESSENCE-16V-FLEX-4P-MANUAL/4-portas/2015-2016/38657666
38749738,105,HYUNDAI,HB20S,75990,2019,2019,50419,Automática,Preto,1.6 COMFORT PLUS 16V FLEX 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20S/1.6-COMFORT-PLUS-16V-FLEX-4P-AUTOMATICO/4-portas/2019-2019/38749738
38749826,666,FORD,KA,59290,2019,2020,48542,Manual,Branco,1.5 TI-VCT FLEX SE MANUAL,Florianópolis,PJ,https://www.webmotors.com.br/comprar/FORD/KA/1.5-TI-VCT-FLEX-SE-MANUAL/4-portas/2019-2020/38749826
38760349,117,JAC,J2,29900,2014,2014,108491,Manual,Branco,1.4 16V GASOLINA 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/JAC/J2/1.4-16V-GASOLINA-4P-MANUAL/4-portas/2014-2014/38760349
38766938,100,RENAULT,SANDERO,69500,2020,2021,53227,Manual,Prata,1.6 16V SCE FLEX STEPWAY ZEN MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/RENAULT/SANDERO/1.6-16V-SCE-FLEX-STEPWAY-ZEN-MANUAL/4-portas/2020-2021/38766938
